article_title	PMID	sentence	short_form	long_form
Overlapping-sample Mendelian randomisation with multiple exposures: a Bayesian approach.	33287714	Mendelian randomization (MR) has been widely applied to causal inference in medical research.	MR	Mendelian randomization
Overlapping-sample Mendelian randomisation with multiple exposures: a Bayesian approach.	33287714	It uses genetic variants as instrumental variables (IVs) to investigate putative causal relationship between an exposure and an outcome.	IVs	instrumental variables
Distraction by a cognitive task has a higher impact on electrophysiological measures compared with conditioned pain modulation.	33287715	Conditioned pain modulation (CPM) evaluates the effect of a painful conditioning stimulus (CS) on a painful test stimulus (TS).	CPM	Conditioned pain modulation
Distraction by a cognitive task has a higher impact on electrophysiological measures compared with conditioned pain modulation.	33287715	Conditioned pain modulation (CPM) evaluates the effect of a painful conditioning stimulus (CS) on a painful test stimulus (TS).	CS	conditioning stimulus
Distraction by a cognitive task has a higher impact on electrophysiological measures compared with conditioned pain modulation.	33287715	Conditioned pain modulation (CPM) evaluates the effect of a painful conditioning stimulus (CS) on a painful test stimulus (TS).	TS	test stimulus
Distraction by a cognitive task has a higher impact on electrophysiological measures compared with conditioned pain modulation.	33287715	Using painful cutaneous electrical stimulation (PCES) as TS and painful cold water as CS, the pain relief was paralleled by a decrease in evoked potentials (PCES-EPs).	PCES	painful cutaneous electrical stimulation
Distraction by a cognitive task has a higher impact on electrophysiological measures compared with conditioned pain modulation.	33287715	Using painful cutaneous electrical stimulation (PCES) as TS and painful cold water as CS, the pain relief was paralleled by a decrease in evoked potentials (PCES-EPs).	PCES-EPs	paralleled by a decrease in evoked potentials
Prior exposure of Arabidopsis seedlings to mechanical stress heightens jasmonic acid-mediated defense against necrotrophic pathogens.	33287718	Prolonged mechanical stress (MS) causes thigmomorphogenesis, a stress acclimation response associated with increased disease resistance.	MS	mechanical stress
Prior exposure of Arabidopsis seedlings to mechanical stress heightens jasmonic acid-mediated defense against necrotrophic pathogens.	33287718	What remains unclear is if; 1) plants pre-exposed to a short period of repetitive MS can prime defence responses upon subsequent challenge with necrotrophic pathogens, 2) MS mediates plant immunity via jasmonic acid (JA) signalling, and 3) a short period of repetitive MS can cause long-term changes in gene expression resembling a stress-induced memory.	JA	jasmonic acid
Impacts of dialysis adequacy and intradialytic hypotension on changes in dialysis recovery time.	33287719	Dialysis recovery time (DRT) surveys capture the perceived time after HD to return to performing regular activities.	DRT	Dialysis recovery time
Impacts of dialysis adequacy and intradialytic hypotension on changes in dialysis recovery time.	33287719	We hypothesized hemodialysis (HD) dose and rates of intradialytic hypotension (IDH) would associate with changes in DRT in the first years after initiating dialysis.	HD	hemodialysis
Impacts of dialysis adequacy and intradialytic hypotension on changes in dialysis recovery time.	33287719	We hypothesized hemodialysis (HD) dose and rates of intradialytic hypotension (IDH) would associate with changes in DRT in the first years after initiating dialysis.	IDH	intradialytic hypotension
Linkage mapping and QTL analysis of flowering time using ddRAD sequencing with genotype error correction in Brassica napus.	33287721	Here we use double digest restriction-site associated DNA sequencing (ddRAD) to investigate the genetic basis of flowering in B. napus.	ddRAD	double digest restriction-site associated DNA sequencing
Barriers to access and utilisation of HIV/STIs prevention and care services among trans-women sex workers in the greater Kampala metropolitan area, Uganda.	33287723	Trans-women sex workers bear the greatest brunt of HIV and other sexually transmitted infections (STI).	STI	sexually transmitted infections
Health-related quality of life, palliative care needs and 12-month survival among patients with end stage renal disease in Uganda: protocol for a mixed methods longitudinal study.	33287725	Early palliative care interventions, if shown to ensure comparable quality of life (QoL), can significantly mitigate this by focusing care on comfort, symptom control and QoL rather than primarily on prolonging survival.	QoL	quality of life
1Selenium supply alters the subcellular distribution and chemical forms of cadmium and the expression of transporter genes involved in cadmium uptake and translocation in winter wheat (Triticum aestivum).	33287728	Cadmium (Cd) accumulation in crops affects the yield and quality of crops and harms human health.	Cd	Cadmium
1Selenium supply alters the subcellular distribution and chemical forms of cadmium and the expression of transporter genes involved in cadmium uptake and translocation in winter wheat (Triticum aestivum).	33287728	The application of selenium (Se) can reduce the absorption and transport of Cd in winter wheat.	Se	selenium
Perioperative Dexmedetomidine attenuates brain ischemia reperfusion injury possibly via up-regulation of astrocyte Connexin 43.	33287729	Astrocyte Connexin 43 (Cx43) is essential for the trophic and protective support of neurons during brain ischemia reperfusion (I/R) injury.	Cx43	Connexin 43
Perioperative Dexmedetomidine attenuates brain ischemia reperfusion injury possibly via up-regulation of astrocyte Connexin 43.	33287729	Astrocyte Connexin 43 (Cx43) is essential for the trophic and protective support of neurons during brain ischemia reperfusion (I/R) injury.	I/R	ischemia reperfusion
Safely reducing haemodialysis frequency during the COVID-19 pandemic.	33287730	Patients undergoing haemodialysis (HD) are at higher risk of developing worse outcomes if they contract COVID-19.	HD	haemodialysis
Lung ultrasound in the emergency department - a valuable tool in the management of patients presenting with respiratory symptoms during the SARS-CoV-2 pandemic.	33287732	Typical lung ultrasound (LUS) findings in patients with a COVID-19 infection were reported early on.	LUS	lung ultrasound
Lung ultrasound in the emergency department - a valuable tool in the management of patients presenting with respiratory symptoms during the SARS-CoV-2 pandemic.	33287732	We evaluated LUS as a rapid diagnostic triage tool for the management of patients with suspected COVID-19 in the emergency department (ED).	ED	emergency department
The real-world effectiveness of sucroferric oxyhydroxide in European hemodialysis patients: a 1-year retrospective database analysis.	33287733	The iron-based phosphate binder (PB), sucroferric oxyhydroxide (SFOH), demonstrated its effectiveness for lowering serum phosphate levels, with low daily pill burden, in clinical trials of dialysis patients with hyperphosphatemia.	PB	phosphate binder
The real-world effectiveness of sucroferric oxyhydroxide in European hemodialysis patients: a 1-year retrospective database analysis.	33287733	The iron-based phosphate binder (PB), sucroferric oxyhydroxide (SFOH), demonstrated its effectiveness for lowering serum phosphate levels, with low daily pill burden, in clinical trials of dialysis patients with hyperphosphatemia.	SFOH	sucroferric oxyhydroxide
O6-methylguanine DNA methyltransferase and glucose transporter 2 in foregut and hindgut gastrointestinal neuroendocrine neoplasms.	33287738	Streptozocin (STZ) is used for treating both pancreatic (PanNET) and gastrointestinal (GI-NET) neuroendocrine tumors but its therapeutic efficacy is relatively low in GI-NETs.	STZ	Streptozocin
O6-methylguanine DNA methyltransferase and glucose transporter 2 in foregut and hindgut gastrointestinal neuroendocrine neoplasms.	33287738	Streptozocin (STZ) is used for treating both pancreatic (PanNET) and gastrointestinal (GI-NET) neuroendocrine tumors but its therapeutic efficacy is relatively low in GI-NETs.	GI-NET	gastrointestinal
O6-methylguanine DNA methyltransferase and glucose transporter 2 in foregut and hindgut gastrointestinal neuroendocrine neoplasms.	33287738	STZ is transported via the glucose transporter 2 (GLUT2) into the cells and the loss of O6-methylguanine DNA methyltransferase (MGMT) also increases its therapeutic efficacy.	GLUT2	glucose transporter 2
O6-methylguanine DNA methyltransferase and glucose transporter 2 in foregut and hindgut gastrointestinal neuroendocrine neoplasms.	33287738	STZ is transported via the glucose transporter 2 (GLUT2) into the cells and the loss of O6-methylguanine DNA methyltransferase (MGMT) also increases its therapeutic efficacy.	MGMT	methylguanine DNA methyltransferase
Comprehensive analysis of prognostic gene signatures based on immune infiltration of ovarian cancer.	33287740	Ovarian cancer (OV) is one of the most common malignant tumors of gynecology oncology.	OV	Ovarian cancer
Modified nodal stage of esophageal cancer based on the evaluation of the hazard rate of the negative and positive lymph node.	33287741	The study aimed to propose a modified N stage of esophageal cancer (EC) on the basis of the number of positive lymph node (PLN) and the number of negative lymph node (NLN) simultaneously.	EC	esophageal cancer
